Station,StationDescription,CBSeg2003,CBSeg2003Description,CBSegmentShed2009,CBSegmentShed2009Description,HUC8,HUC12,FIPS,State,CountyCity,USGSGage,FallLine,Latitude,Longitude,UTMX,UTMY,LLDatum
"JMS032.59","(Tidal) Deq Long Term Monitoring Station Near Red Buoy 36","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060802","51095","VA","James City",,"B",37.20297,-76.64833,353723,4118661,"NAD83 "
"JMS042.92","(Tidal) Deq Long Term Monitoring Station Near Swann's Point","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060704","51095","VA","James City",,"B",37.20294,-76.78219,341843,4118873,"NAD83 "
"JMS043.78","(Tidal) Dock Of 4h Camp; Upriver From Jamestown Island","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060701","51095","VA","James City",,"B",37.22775,-76.79147,341071,4121641,"NAD83 "
"JMS048.03","(Tidal) North Shore Shallows At Mouth Of The Chickahominy Near Red Buoy 10","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060701","51095","VA","James City",,"B",37.23980,-76.87915,333319,4123129,"NAD83 "
"JMS050.74","(Tidal) South Shore Shoal Off Of Guilford Heights","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060701","51181","VA","Surry",,"B",37.21335,-76.91730,329875,4120262,"NAD83 "
"JMS055.94","(Tidal) Deq Long Term Monitoring Station At Green Buoy 73","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060302","51149","VA","Prince George",,"B",37.27272,-76.99057,323511,4126983,"NAD83 "
"JMS062.82","(Tidal) Shoal Side Of Red Buoy 76","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060302","51149","VA","Prince George",,"B",37.27512,-77.05833,317509,4127378,"NAD83 "
"JMS069.08","(Tidal) Deq Long Term Monitoring Station At Green Buoy 91","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060205","51149","VA","Prince George",,"B",37.30165,-77.12840,311362,4130460,"NAD83 "
"JMS073.37","(Tidal) Dock Of The Virginia Commonwealth University's Rice Center","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060201","51036","VA","Charles City",,"B",37.32520,-77.20440,304686,4133227,"NAD83 "
"JMS075.04","(Tidal) Deq Long Term Monitoring Station At Green Buoy 107; See Comment","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060201","51149","VA","Prince George",,"B",37.31265,-77.23283,302134,4131894,"NAD83 "
"JMS082.49","(Tidal) Shallows Off Of Turkey Island","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060106","51087","VA","Henrico",,"B",37.38199,-77.25069,300735,4139625,"NAD83 "
"JMS094.45","(Tidal) Channel At I295 Bridge Near Dutch Gap","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060106","51087","VA","Henrico",,"B",37.37890,-77.34747,292156,4139491,"NAD83 "
"JMS099.00","(Tidal) Dock At Osborne Landing Public Boat Ramp","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060103","51087","VA","Henrico",,"B",37.40098,-77.38700,288718,4142029,"NAD83 "
"JMS104.16","(Tidal) Deq Long Term Monitoring Station At Red Buoy 166","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060101","51760","VA","Richmond City",,"B",37.45000,-77.41883,286040,4147541,"NAD83 "
"JMS109.62","(Tidal) Channel At I95 Bridge In Downtown Richmond","NGISS ","Tidal Station No GIS Segment","JMSTF2    ","James River-Tidal Fresh Region Segment 2","02080206","020802060101","51760","VA","Richmond City",,"B",37.52645,-77.41303,286770,4156011,"NAD83 "
"JRA.A01","Appomattox River at City Point","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060201","51149","VA","Prince George",,"B",37.31652,-77.27357,298534,4132409,"NAD83 "
"JRA.C01","Chickahominy Riverfront Park","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060605","51095","VA","James City",,"B",37.26474,-76.87472,333766,4125888,"NAD83 "
"JRA.C05","Chickahominy River at Grapevine Bridge",,,"CHKOH     ","Chickahominy River-Oligohaline Region","02080206","020802060501","51087","VA","Henrico",,"B",37.55197,-77.27115,299378,4158531,"NAD83 "
"JRA.J05","James River at Jamestown Beach",,,"JMSOH     ","James River-Oligohaline Region","02080206","020802060701","51095","VA","James City",,"B",37.22390,-76.78861,341317,4121209,"NAD83 "
"JRA.J08","James River at Rocketts Landing","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060101","51760","VA","Richmond City",,"B",37.51860,-77.41664,286429,4155148,"NAD83 "
"JRA.P05","Powhatan Creek Park","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060702","51095","VA","James City",,"B",37.23765,-76.76837,343141,4122701,"NAD83 "
"LE5.1","(Tidal) Vims Slack Water; Red Buoy #36","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060802","51095","VA","James City",,"B",37.20297,-76.64833,353723,4118661,"NAD83 "
"LE5.2","(Tidal) Buoy #c12-13","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060804","51093","VA","Isle Of Wight",,"B",37.05600,-76.59306,358354,4102271,"NAD83 "
"LE5.2N","(Tidal) Buoy #c12-13 (North Shore) - Special 1994 Near-Shore Study Only","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060804","51700","VA","Newport News City",,"B",37.08431,-76.57385,360114,4105383,"NAD83 "
"LE5.2S","(Tidal) Buoy #c12-13 (South Shore) - Special 1994 Near-Shore Study Only","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060804","51093","VA","Isle Of Wight",,"B",37.03626,-76.60496,357259,4100099,"NAD83 "
"LE5.3","(Tidal) Nh-15 James River Bridge; Vims","JMSMH ","James River-Mesohaline Region",,,"02080206","020802060906","51700","VA","Newport News City",,"B",36.99044,-76.47544,368700,4094829,"NAD83 "
"RET5.1","(Tidal) Chickahominy River; 1984-1988 Only","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060604","51095","VA","James City",,"B",37.34237,-76.87274,334113,4134498,"NAD83 "
"RET5.1A","(Tidal) Chickahominy River Above Shipyard Landing","CHKOH ","Chickahominy River-Oligohaline Region",,,"02080206","020802060605","51095","VA","James City",,"B",37.31230,-76.87672,333694,4131169,"NAD83 "
"RET5.2","(Tidal) Swann's Point; James River Wqmp Sta#19","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060704","51095","VA","James City",,"B",37.20294,-76.78219,341843,4118873,"NAD83 "
"RET5.2N","(Tidal) Swann's Point; James River Wqmp Sta#19 (North Shore) - Special 1994 Near-Shore Study Only","NGISS ","Tidal Station No GIS Segment","JMSOH     ","James River-Oligohaline Region","02080206","020802060704","51095","VA","James City",,"B",37.21543,-76.77885,342165,4120253,"NAD83 "
"RET5.2S","(Tidal) Swann's Point; James River Wqmp Sta#19 (South Shore) - Special 1994 Near-Shore Study Only","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060704","51181","VA","Surry",,"B",37.19043,-76.79190,340955,4117501,"NAD83 "
"TF5.2A","(Tidal) James River At Buoy # 166","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060101","51760","VA","Richmond City",,"B",37.45000,-77.41883,286040,4147541,"NAD83 "
"TF5.3","(Tidal) James River At Buoy #157 (Jrwqmp Station  #8)","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060103","51087","VA","Henrico",,"B",37.40310,-77.39272,288218,4142278,"NAD83 "
"TF5.5","(Tidal) James River At Red Buoy #107 (Jrwqmp Station #13); See Comment","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060201","51149","VA","Prince George",,"B",37.31265,-77.23283,302134,4131894,"NAD83 "
"TF5.5A","(Tidal) James River At Buoy # 91","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060205","51149","VA","Prince George",,"B",37.30165,-77.12840,311362,4130460,"NAD83 "
"TF5.5AN","(Tidal) James River At Buoy # 91 (North Shore) - Special 1994 Near-Shore Study Only","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060205","51036","VA","Charles City",,"B",37.30904,-77.13025,311216,4131283,"NAD83 "
"TF5.5AS","(Tidal) James River At Buoy # 91 (South Shore) - Special 1994 Near-Shore Study Only","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060205","51149","VA","Prince George",,"B",37.29820,-77.12691,311485,4130074,"NAD83 "
"TF5.6","(Tidal) James River North Of Buoy #74; James River Wqmp Station #17","JMSTF ","James River-Tidal Fresh Region",,,"02080206","020802060302","51149","VA","Prince George",,"B",37.27272,-76.99057,323511,4126983,"NAD83 "
"TF5.6A","(Tidal) James River - New Location For Tf5.6; 1994-1995 Only","JMSOH ","James River-Oligohaline Region",,,"02080206","020802060701","51181","VA","Surry",,"B",37.22182,-76.92329,329362,4121212,"NAD83 "
"2-APP110.93","(NTN) Appomattox River At Farmville; Va","NTGISS","NonTidal Station Outside of Segment Coverage","APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070206","51049","VA","Cumberland","02039500","A",37.30740,-78.38897,199634,4134361,"NAD83 "
"2-DPC005.20","(NTN) Deep Creek Near Mannboro; Va","NTGISS","NonTidal Station Outside of Segment Coverage","APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070704","51007","VA","Amelia","02041000","A",37.28389,-77.86833,245710,4130223,"NAD83 "
"ACB.ARF","Appomattox River at Farmville",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070206","51049","VA","Cumberland",,"A",37.30734,-78.38926,199608,4134355,"NAD83 "
"ACB.UNTSC","Unnamed trib of Swift Creek in the backyard of Sandra Baron",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51145","VA","Powhatan",,"A",37.49271,-77.77689,254501,4153155,"NAD83 "
"APP001.53","(Tidal) Deq Long Term Monitoring Station At Green Buoy 119","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071002","51670","VA","Hopewell City",,"B",37.31240,-77.29133,296949,4131990,"NAD83 "
"APP001.83","(Tidal) Dock At Weston Manor","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071002","51670","VA","Hopewell City",,"B",37.31033,-77.30412,295809,4131788,"NAD83 "
"APP005.55","(Tidal) End Of Channel; 0.3mi Upriver Of Mouth Of Ashton Creek","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071002","51041","VA","Chesterfield",,"B",37.30827,-77.35618,291189,4131673,"NAD83 "
"APP007.58","(Tidal) Channel 0.5mi Upriver Of Green Buoy 17","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071001","51041","VA","Chesterfield",,"B",37.27932,-77.35838,290914,4128466,"NAD83 "
"APP011.04","(Ntid) Below Swan Island In Petersburg","APPTF ","Appomattox River-Tidal Fresh Region","APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802071001","51730","VA","Petersburg City",,"B",37.23822,-77.38718,288246,4123969,"NAD83 "
"CWT.15","20 feet upstream of River Road bridge",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070802","51041","VA","Chesterfield",,"A",37.33060,-77.72750,258348,4135037,"NAD83 "
"CWT.16","At Mount Hermon Road bridge on south bank of creek",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.44730,-77.73900,257705,4148017,"NAD83 "
"CWT.23","On pedestrian trail behind 14337 Forest Row Trail",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.38370,-77.66660,263911,4140775,"NAD83 "
"CWT.24","South bank of creek at 7700 Old Beach Road at base of historic bridge abutment",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.36820,-77.51870,276962,4138695,"NAD83 "
"CWT.29","On pedestrian trail behind 4400 Lake Summer Place next to sewer access cover",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.44160,-77.71190,260084,4147315,"NAD83 "
"CWT.30","South bank of creek west of Prescotts Level Culvert",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.40860,-77.71320,259864,4143656,"NAD83 "
"CWT.35","Pedestrian bridge where Swift Creek joins Swift Creek Lake",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.38980,-77.57590,271961,4141229,"NAD83 "
"CWT.35.1","Boat dock at confluence of Swift Creek and Swift Creek Lake",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.38880,-77.57520,272020,4141116,"NAD83 "
"CWT.4","Park near the driveway of the Bailey Bridge Pump Station near Bailey Bridge MS walk down driveway to the stream",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.40980,-77.61650,268428,4143547,"NAD83 "
"CWT.45","At Otterdale Road east side of culvert",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.47960,-77.68840,262284,4151473,"NAD83 "
"CWT.56","West bank of creek at the northern end of Glebe Point Road culvert",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070904","51041","VA","Chesterfield",,"A",37.31870,-77.48690,279633,4133128,"NAD83 "
"CWT.57","West bank of the creek north of the Overcreek Lane culvert",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.44440,-77.65390,265225,4147480,"NAD83 "
"CWT.6","Located behind 13621 Birdsong Lane",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.40730,-77.64410,265977,4143338,"NAD83 "
"CWT.60","South bank of creek 75 feet west of the Greenway Crossing Drive culvert",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.48770,-77.66370,264494,4152309,"NAD83 "
"CWT.70","Test site is on the north bank of the creek west of the Fox Club Parkway Culvert ",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.41100,-77.69660,261341,4143880,"NAD83 "
"CWT.71","On the south bank of creek side at the east end of Otterdale Road culvert ",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.42340,-77.72580,258796,4145331,"NAD83 "
"CWT.74","Test site is approximately 290 feet southwest of the end of Coby Way ",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070902","51041","VA","Chesterfield",,"A",37.40930,-77.64330,266054,4143558,"NAD83 "
"CWT.75","Little Tomahawk Creek at Agee Terrace",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.48490,-77.66690,264202,4152007,"NAD83 "
"CWT.CWT76","Dry Creek at Hampton Park",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070901","51041","VA","Chesterfield",,"A",37.39150,-77.69940,261031,4141724,"NAD83 "
"JRA.A02","Appomattox River at Hopewell Rt. 10","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071002","51670","VA","Hopewell City",,"B",37.31119,-77.29799,296355,4131870,"NAD83 "
"JRA.A03","Appomattox River at Harvell Dam",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802071001","51730","VA","Petersburg City",,"A",37.23384,-77.41257,285981,4123540,"NAD83 "
"JRA.A08","Appomattox River at Farmville Main St. Bridge",,,"APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802070206","51049","VA","Cumberland",,"A",37.30740,-78.38898,199633,4134361,"NAD83 "
"TF5.0A","(NTN) Appomattox River At Matoaca; Va","NTGISS","NonTidal Station Outside of Segment Coverage","APPTF     ","Appomattox River-Tidal Fresh Region","02080207","020802071001","51053","VA","Dinwiddie","02041650","A",37.22445,-77.47555,280365,4122643,"NAD83 "
"TF5.4","(Tidal) Appomattox River At Buoy #8 (Jrwqmp Station  #20a)","APPTF ","Appomattox River-Tidal Fresh Region",,,"02080207","020802071002","51670","VA","Hopewell City",,"B",37.31240,-77.29133,296949,4131990,"NAD83 "

Total_Records: 670
